shortName;regularMarketTime;regularMarketPrice;regularMarketDayHigh;regularMarketDayLow;regularMarketVolume;symbol;earningsPerShare
FII BC FUND CI;2024-08-07T14:15:17,000Z;51,1;51,3;50,53;2646;BRCR11;None
FII VINCI OFCI;2024-08-07T14:15:03,000Z;6,1;6,1;6,04;27620;VINO11;None
FII BC FFII CI;2024-08-07T14:14:57,000Z;8,23;8,31;8,2;93295;BCFF11;None
FII XP SELECCI;2024-08-07T14:14:54,000Z;7,4;7,42;7,39;8644;XPSF11;None
FII BTLG    CI;2024-08-07T14:15:07,000Z;100,12;100,5;100,09;19908;BTLG11;None
FII VBI LOG CI;2024-08-07T14:15:18,000Z;112,4;112,58;111,49;5511;LVBI11;None
FII VINCI LGCI;2024-08-07T14:15:20,000Z;85,58;85,97;85,47;2115;VILG11;None
FII XP LOG  CI;2024-08-07T14:13:52,000Z;101,25;101,87;101,21;6090;XPLG11;None
FII HEDGEBS CI  ER;2024-08-07T14:15:18,000Z;213,03;214,06;213;2391;HGBS11;None
FII VINCI SCCI;2024-08-07T14:14:53,000Z;112,49;112,59;112;7390;VISC11;None
FII XP MALLSCI;2024-08-07T14:15:21,000Z;112,39;112,63;112,14;14405;XPML11;None
FII TRX REALCI;2024-08-07T14:15:23,000Z;105,45;105,56;105,21;9411;TRXF11;None
4,0604768
BTGP BANCO  UNT     N2;2024-08-07T14:15:20,000Z;33,05;33,21;32,41;2069800;BPAC11;None
ELETROBRAS  ON      N1;2024-08-07T14:14:12,000Z;37,8;37,97;37,54;1152900;ELET3;1,9260051
TRAN PAULISTPN      N1;2024-08-07T14:15:22,000Z;24,34;24,38;24,12;477800;TRPL4;4,0537011
ORIZON      ON      NM;2024-08-07T14:15:19,000Z;42,25;42,38;41,82;28700;ORVR3;1,3348965
COSAN       ON      NM;2024-08-07T14:15:22,000Z;12,92;13,12;12,84;2079700;CSAN3;0,9669133
ITAUSA      PN      N1;2024-08-07T14:15:00,000Z;10;10,13;9,97;3511700;ITSA4;1,3782576
KLABIN S/A  UNT     N2;2024-08-07T14:15:25,000Z;20,87;20,89;20,68;679300;KLBN11;None
COPASA      ON      NM;2024-08-07T14:13:30,000Z;21,74;21,89;21,5;129800;CSMG3;3,8743675
SANEPAR     UNT     N2;2024-08-07T14:10:20,000Z;29,08;29,25;28,59;250500;SAPR11;None
PORTO SEGUROON      NM;2024-08-07T14:15:26,000Z;30,9;30,94;30,62;63200;PSSA3;4,0028974
TIM         ON      NM;2024-08-07T14:15:23,000Z;17,46;17,48;17,14;1010900;TIMS3;1,1721633
TELEF BRASILON  EJ;2024-08-07T14:15:00,000Z;49,71;49,78;49,02;103500;VIVT3;3,1367833
FII RIZA TX CI;2024-08-08T14:15:01,000Z;93,25;93,41;92,85;5526;RZTR11;None
FIAGRO XP CACI;2024-08-08T14:15:07,000Z;8,15;8,2;8,15;17561;XPCA11;None
FII BEES CRICI;2024-08-08T14:14:15,000Z;66,67;66,67;66,34;2354;BCRI11;None
FII XP CRED CI;2024-08-08T14:15:00,000Z;85,65;86,01;85,39;7168;XPCI11;None
FII MERITO ICI  ER;2024-08-08T14:15:12,000Z;100,76;100,76;100,29;1158;MFII11;None
FII TG ATIVOCI  ER;2024-08-08T14:15:04,000Z;117,82;117,85;117,12;14666;TGAR11;None
FII BC FUND CI;2024-08-08T14:15:15,000Z;50,62;50,96;50,44;2143;BRCR11;None
FII VINCI OFCI;2024-08-08T14:15:07,000Z;6,03;6,07;6,01;26597;VINO11;None
FII BC FFII CI;2024-08-08T14:14:57,000Z;8,22;8,23;8,13;170043;BCFF11;None
FII XP SELECCI;2024-08-08T14:14:57,000Z;7,43;7,46;7,36;13788;XPSF11;None
FII BTLG    CI;2024-08-08T14:15:05,000Z;99,99;100,3;99,91;15497;BTLG11;None
FII VBI LOG CI;2024-08-08T14:15:09,000Z;112,34;113,56;111,9;6343;LVBI11;None
FII VINCI LGCI;2024-08-08T14:15:17,000Z;85,51;85,89;85,4;1926;VILG11;None
FII XP LOG  CI;2024-08-08T14:14:51,000Z;100,94;101,49;100,8;6218;XPLG11;None
FII HEDGEBS CI  ER;2024-08-08T14:15:15,000Z;212,66;213,44;212,6;1638;HGBS11;None
FII VINCI SCCI;2024-08-08T14:12:06,000Z;112,92;113;112,43;13169;VISC11;None
FII XP MALLSCI;2024-08-08T14:15:16,000Z;112,86;112,97;112,61;16315;XPML11;None
FII TRX REALCI;2024-08-08T14:15:20,000Z;105;105,36;104,91;11978;TRXF11;None
BRASIL      ON      NM;2024-08-08T14:15:00,000Z;26,15;26,22;25,39;14752400;BBAS3;4,0604768
BTGP BANCO  UNT     N2;2024-08-08T14:10:52,000Z;33,9;33,98;33,34;832800;BPAC11;None
ELETROBRAS  ON      N1;2024-08-08T14:15:17,000Z;38,94;39;37,87;1777800;ELET3;1,9260051
TRAN PAULISTPN      N1;2024-08-08T14:15:18,000Z;24,31;24,35;24,21;140700;TRPL4;4,0537011
ORIZON      ON      NM;2024-08-08T13:16:17,000Z;42,78;42,78;42,38;1100;ORVR3;1,3348965
COSAN       ON      NM;2024-08-08T14:14:56,000Z;13,18;13,24;13,1;2009500;CSAN3;0,9669133
ITAUSA      PN      N1;2024-08-08T14:15:07,000Z;10,14;10,15;10,06;4189200;ITSA4;1,3782576
KLABIN S/A  UNT     N2;2024-08-08T14:15:23,000Z;20,69;20,79;20,42;671000;KLBN11;None
COPASA      ON      NM;2024-08-08T14:14:06,000Z;21,72;22;21,69;125900;CSMG3;3,8743675
SANEPAR     UNT     N2;2024-08-08T14:14:49,000Z;28,96;29,14;28,84;83900;SAPR11;None
PORTO SEGUROON      NM;2024-08-08T14:15:17,000Z;30,71;30,8;30,3;481600;PSSA3;4,0028974
TIM         ON      NM;2024-08-08T14:15:23,000Z;17,12;17,4;17,06;1179900;TIMS3;1,1721633
TELEF BRASILON  EJ;2024-08-08T14:15:07,000Z;49,94;50,34;49,6;227900;VIVT3;3,1367833
FII RIZA TX CI;2024-08-09T14:14:14,000Z;92,84;93,07;92,7;6817;RZTR11;None
FIAGRO XP CACI;2024-08-09T14:15:02,000Z;8,19;8,21;8,18;13727;XPCA11;None
FII BEES CRICI;2024-08-09T14:14:34,000Z;66,85;66,95;66,85;536;BCRI11;None
FII XP CRED CI;2024-08-09T14:16:05,000Z;86,38;86,44;86,01;1751;XPCI11;None
FII MERITO ICI  ER;2024-08-09T14:09:03,000Z;100,5;100,92;100,3;757;MFII11;None
FII TG ATIVOCI  ER;2024-08-09T14:15:11,000Z;117,68;118,14;117,4;13427;TGAR11;None
FII BC FUND CI;2024-08-09T14:16:11,000Z;50,48;50,75;50,33;3782;BRCR11;None
FII VINCI OFCI;2024-08-09T14:14:20,000Z;6,01;6,03;6;23029;VINO11;None
FII BC FFII CI;2024-08-09T14:14:01,000Z;8,18;8,2;8,15;49982;BCFF11;None
FII XP SELECCI;2024-08-09T14:16:08,000Z;7,4;7,42;7,37;10321;XPSF11;None
FII BTLG    CI;2024-08-09T14:15:06,000Z;100;100,2;99,92;17087;BTLG11;None
FII VBI LOG CI;2024-08-09T14:16:06,000Z;111,45;113;110,47;23540;LVBI11;None
FII VINCI LGCI;2024-08-09T14:15:27,000Z;89,55;89,88;88,7;4335;VILG11;None
FII XP LOG  CI;2024-08-09T14:14:22,000Z;101,25;101,5;100,8;5971;XPLG11;None
FII HEDGEBS CI  ER;2024-08-09T14:15:16,000Z;212,8;214,15;212,7;1759;HGBS11;None
FII VINCI SCCI;2024-08-09T14:15:01,000Z;112,82;113;112,51;7442;VISC11;None
FII XP MALLSCI;2024-08-09T14:14:21,000Z;113,05;113,48;112,89;22096;XPML11;None
FII TRX REALCI;2024-08-09T14:16:11,000Z;105,08;105,19;104,98;10036;TRXF11;None
BRASIL      ON      NM;2024-08-09T14:14:23,000Z;26,46;26,52;26,25;2444400;BBAS3;4,0604768
BTGP BANCO  UNT     N2;2024-08-09T14:08:03,000Z;34,49;34,95;34,41;2080300;BPAC11;None
ELETROBRAS  ON      N1;2024-08-09T14:16:12,000Z;39,06;39,29;38,78;542800;ELET3;1,9444033
TRAN PAULISTPN      N1;2024-08-09T14:16:15,000Z;24,09;24,38;24,08;563800;TRPL4;4,0537011
ORIZON      ON      NM;2024-08-09T14:15:28,000Z;44,44;44,97;44,27;44100;ORVR3;1,3348965
COSAN       ON      NM;2024-08-09T14:16:01,000Z;13,39;13,49;13,35;786200;CSAN3;0,9669133
ITAUSA      PN      N1;2024-08-09T14:16:09,000Z;10,15;10,2;10,1;1780200;ITSA4;1,3782576
KLABIN S/A  UNT     N2;2024-08-09T14:16:04,000Z;20,71;20,99;20,68;647900;KLBN11;None
COPASA      ON      NM;2024-08-09T14:14:16,000Z;21,95;22,04;21,68;141600;CSMG3;3,8743675
SANEPAR     UNT     N2;2024-08-09T14:16:15,000Z;27,94;28,3;27,08;960600;SAPR11;None
PORTO SEGUROON      NM;2024-08-09T14:16:04,000Z;30,7;30,9;30,58;320200;PSSA3;4,0028974
TIM         ON      NM;2024-08-09T14:16:16,000Z;17,49;17,58;17,39;815900;TIMS3;1,1721633
TELEF BRASILON  EJ;2024-08-09T14:14:24,000Z;50,68;51,11;50,3;141300;VIVT3;3,1367833
FII RIZA TX CI  ER;2024-08-12T16:21:18,000Z;93,71;94,35;92,83;42962;RZTR11;None
FIAGRO XP CACI  ER;2024-08-12T16:20:33,000Z;8,18;8,19;8,12;68528;XPCA11;None
FII BEES CRICI  ER;2024-08-12T16:20:25,000Z;66,89;67;66,89;1726;BCRI11;None
FII XP CRED CI  ER;2024-08-12T16:21:16,000Z;86,33;86,37;85,92;8603;XPCI11;None
FII MERITO ICI  ER;2024-08-12T16:17:01,000Z;100,4;100,75;100,3;1705;MFII11;None
FII TG ATIVOCI  ER;2024-08-12T16:21:20,000Z;116,89;117,38;116,88;24375;TGAR11;None
FII BC FUND CI;2024-08-12T16:19:21,000Z;50,69;50,75;50,38;8340;BRCR11;None
FII VINCI OFCI  ER;2024-08-12T16:21:20,000Z;6,04;6,06;6,01;68493;VINO11;None
FII BC FFII CI;2024-08-12T16:21:21,000Z;8,12;8,18;8,12;222178;BCFF11;None
FII XP SELECCI  ER;2024-08-12T16:20:34,000Z;7,38;7,42;7,36;31473;XPSF11;None
FII BTLG    CI;2024-08-12T16:21:20,000Z;100,32;100,56;100,11;30160;BTLG11;None
FII VBI LOG CI  ER;2024-08-12T16:21:17,000Z;112,16;112,67;111,7;8234;LVBI11;None
FII VINCI LGCI  ER;2024-08-12T16:21:14,000Z;88,6;89,21;88,57;10146;VILG11;None
FII XP LOG  CI  ER;2024-08-12T16:21:08,000Z;102,1;102,84;101,78;16478;XPLG11;None
FII HEDGEBS CI  ER;2024-08-12T16:17:53,000Z;213;213,98;212,65;6685;HGBS11;None
FII VINCI SCCI  ER;2024-08-12T16:20:58,000Z;112,9;113,64;112,8;25869;VISC11;None
FII XP MALLSCI;2024-08-12T16:19:25,000Z;112,81;112,99;112,68;39821;XPML11;None
FII TRX REALCI  ER;2024-08-12T16:19:04,000Z;105,68;105,86;105,12;34347;TRXF11;None
BRASIL      ON      NM;2024-08-12T16:18:42,000Z;26,89;26,91;26,55;5472000;BBAS3;4,1189146
BTGP BANCO  UNT     N2;2024-08-12T16:18:36,000Z;35,2;35,26;34,72;3575500;BPAC11;None
ELETROBRAS  ON      N1;2024-08-12T16:21:18,000Z;39,49;40,35;39,26;2637600;ELET3;1,9444033
TRAN PAULISTPN      N1;2024-08-12T16:21:09,000Z;24,37;24,66;24,31;1730100;TRPL4;4,0537011
ORIZON      ON      NM;2024-08-12T16:21:05,000Z;45,21;46,04;44,45;169300;ORVR3;1,3348965
COSAN       ON      NM;2024-08-12T16:19:03,000Z;13,62;13,74;13,55;2420400;CSAN3;0,9669133
ITAUSA      PN      N1;2024-08-12T16:18:31,000Z;10,4;10,41;10,32;6584300;ITSA4;1,3782576
KLABIN S/A  UNT ED  N2;2024-08-12T16:19:21,000Z;20,81;20,99;20,78;1411400;KLBN11;None
COPASA      ON      NM;2024-08-12T16:20:52,000Z;22,19;22,43;22,07;330600;CSMG3;3,8743675
SANEPAR     UNT     N2;2024-08-12T16:21:14,000Z;28,77;28,8;28,39;443800;SAPR11;None
PORTO SEGUROON      NM;2024-08-12T16:21:05,000Z;31,28;31,3;30,82;470400;PSSA3;4,0028974
TIM         ON      NM;2024-08-12T16:21:09,000Z;17,72;17,81;17,65;1338000;TIMS3;1,2806583
TELEF BRASILON;2024-08-12T16:21:23,000Z;51,02;51,44;50,9;701800;VIVT3;3,1367833
FII RIZA TX CI  ER;2024-08-13T14:15:03,000Z;94,05;94,1;93,64;4387;RZTR11;None
FIAGRO XP CACI  ER;2024-08-13T14:15:01,000Z;8,18;8,19;8,17;14335;XPCA11;None
FII BEES CRICI  ER;2024-08-13T14:15:04,000Z;67,28;67,39;67,11;484;BCRI11;None
FII XP CRED CI  ER;2024-08-13T14:15:49,000Z;86,22;86,68;86,2;2479;XPCI11;None
FII MERITO ICI  ER;2024-08-13T14:15:43,000Z;100,6;100,6;100,55;670;MFII11;None
FII TG ATIVOCI  ER;2024-08-13T14:15:42,000Z;117,55;117,63;117,28;6225;TGAR11;None
FII BC FUND CI;2024-08-13T14:11:03,000Z;50,43;50,57;50,34;2827;BRCR11;None
FII VINCI OFCI  ER;2024-08-13T14:14:41,000Z;6,03;6,04;6,02;27469;VINO11;None
FII BC FFII CI;2024-08-13T14:11:11,000Z;8,1;8,14;8,1;71046;BCFF11;None
FII XP SELECCI  ER;2024-08-13T14:14:24,000Z;7,4;7,42;7,38;12892;XPSF11;None
FII BTLG    CI;2024-08-13T14:15:00,000Z;100,87;100,96;100,5;10163;BTLG11;None
FII VBI LOG CI  ER;2024-08-13T14:15:49,000Z;112,75;112,86;112,12;4363;LVBI11;None
FII VINCI LGCI  ER;2024-08-13T14:15:41,000Z;88,44;89,16;88,1;3399;VILG11;None
FII XP LOG  CI  ER;2024-08-13T14:11:09,000Z;102,03;102,4;101,8;6417;XPLG11;None
FII HEDGEBS CI  ER;2024-08-13T14:15:41,000Z;213,33;213,65;212,81;1045;HGBS11;None
FII VINCI SCCI  ER;2024-08-13T14:11:46,000Z;113,13;113,22;112,9;5999;VISC11;None
FII XP MALLSCI;2024-08-13T14:11:15,000Z;112,72;112,96;112,65;17572;XPML11;None
FII TRX REALCI  ER;2024-08-13T14:15:42,000Z;105,55;105,7;105,4;7104;TRXF11;None
BRASIL      ON      NM;2024-08-13T14:15:54,000Z;27,29;27,39;27,13;2507600;BBAS3;4,1189146
BTGP BANCO  UNT     N2;2024-08-13T14:10:50,000Z;35,39;35,64;35,18;916000;BPAC11;None
ELETROBRAS  ON      N1;2024-08-13T14:15:52,000Z;39,66;39,96;39,6;702300;ELET3;1,9444033
TRAN PAULISTPN      N1;2024-08-13T14:15:42,000Z;24,44;24,52;24,39;331500;TRPL4;4,0537011
ORIZON      ON      NM;2024-08-13T14:15:32,000Z;45,35;45,68;44,94;25500;ORVR3;1,3348965
COSAN       ON      NM;2024-08-13T14:15:52,000Z;13,62;13,64;13,49;948600;CSAN3;0,9669133
ITAUSA      PN      N1;2024-08-13T14:12:12,000Z;10,48;10,5;10,4;4237600;ITSA4;1,3782576
KLABIN S/A  UNT ED  N2;2024-08-13T14:15:52,000Z;20,77;20,87;20,73;403800;KLBN11;None
COPASA      ON      NM;2024-08-13T14:14:34,000Z;22,55;22,63;22,39;320400;CSMG3;3,8743675
SANEPAR     UNT     N2;2024-08-13T14:15:52,000Z;28,75;28,85;28,66;57400;SAPR11;None
PORTO SEGUROON      NM;2024-08-13T14:15:57,000Z;32,65;33,15;32,09;864600;PSSA3;4,0028974
TIM         ON      NM;2024-08-13T14:15:42,000Z;17,86;17,88;17,69;838500;TIMS3;1,2806583
TELEF BRASILON;2024-08-13T14:14:43,000Z;51,03;51,35;50,81;273700;VIVT3;3,1367833
FII RIZA TX CI  ER;2024-08-15T14:15:04,000Z;93,66;94,67;93,65;12573;RZTR11;None
FIAGRO XP CACI  ER;2024-08-15T14:14:52,000Z;8,29;8,29;8,25;33848;XPCA11;None
FII BEES CRICI  ER;2024-08-15T14:12:29,000Z;67,6;67,68;67,4;952;BCRI11;None
FII XP CRED CI  ER;2024-08-15T14:16:07,000Z;86,38;86,68;86,22;2842;XPCI11;None
FII MERITO ICI  ER;2024-08-15T14:11:32,000Z;100,86;100,9;100,46;1425;MFII11;None
FII TG ATIVOCI  ER;2024-08-15T14:13:51,000Z;117,3;117,85;117,3;8961;TGAR11;None
FII BC FUND CI;2024-08-15T14:16:09,000Z;50,54;50,67;50,4;4243;BRCR11;None
FII VINCI OFCI  ER;2024-08-15T14:15:04,000Z;6;6,04;6;51027;VINO11;None
FII BC FFII CI;2024-08-15T14:16:09,000Z;8,17;8,17;8,13;77507;BCFF11;None
FII XP SELECCI  ER;2024-08-15T14:16:14,000Z;7,44;7,46;7,42;17515;XPSF11;None
FII BTLG    CI;2024-08-15T14:16:10,000Z;102,21;102,26;101,7;20206;BTLG11;None
FII VBI LOG CI  ER;2024-08-15T14:11:46,000Z;112,67;113,12;112,46;4445;LVBI11;None
FII VINCI LGCI  ER;2024-08-15T14:15:38,000Z;88,02;88,65;88;8052;VILG11;None
FII XP LOG  CI  ER;2024-08-15T14:13:24,000Z;102,26;102,59;102;9126;XPLG11;None
FII HEDGEBS CI  ER;2024-08-15T14:15:29,000Z;213,04;213,87;213,04;1514;HGBS11;None
FII VINCI SCCI  ER;2024-08-15T14:12:36,000Z;112,91;112,99;112,8;12560;VISC11;None
FII XP MALLSCI;2024-08-15T14:16:13,000Z;112,9;113,31;112,81;21012;XPML11;None
FII TRX REALCI  ER;2024-08-15T14:11:16,000Z;105,95;106,1;105,66;11909;TRXF11;None
BRASIL      ON      NM;2024-08-15T14:12:31,000Z;28,12;28,15;27,93;1757500;BBAS3;4,1189146
BTGP BANCO  UNT     N2;2024-08-15T14:16:14,000Z;35,7;35,88;35,06;2095900;BPAC11;None
ELETROBRAS  ON      N1;2024-08-15T14:16:06,000Z;40,17;40,46;40,06;468200;ELET3;1,9444033
TRAN PAULISTPN      N1;2024-08-15T14:16:07,000Z;24,59;24,74;24,54;178500;TRPL4;4,0537011
ORIZON      ON      NM;2024-08-15T14:14:47,000Z;45,29;46;44,4;98200;ORVR3;1,3348965
COSAN       ON      NM;2024-08-15T14:16:13,000Z;13,58;13,76;13,24;4325900;CSAN3;0,9669133
ITAUSA      PN      N1;2024-08-15T14:15:08,000Z;10,9;10,91;10,81;3375800;ITSA4;1,3782576
KLABIN S/A  UNT ED  N2;2024-08-15T14:15:31,000Z;20,89;21,05;20,76;524700;KLBN11;None
COPASA      ON      NM;2024-08-15T14:15:50,000Z;22,06;22,47;22,02;813300;CSMG3;3,8743675
SANEPAR     UNT     N2;2024-08-15T14:15:27,000Z;28,53;28,68;28,49;128400;SAPR11;None
PORTO SEGUROON      NM;2024-08-15T14:16:01,000Z;32,92;33,14;32,71;175400;PSSA3;4,0028974
TIM         ON      NM;2024-08-15T14:16:20,000Z;18,16;18,23;18,04;2020800;TIMS3;1,2806583
TELEF BRASILON;2024-08-15T14:14:36,000Z;51,43;51,73;51,36;244100;VIVT3;3,1367833
FII RIZA TX CI  ER;2024-08-16T14:15:06,000Z;94,2;94,55;94,01;7849;RZTR11;None
FIAGRO XP CACI  ER;2024-08-16T14:14:56,000Z;8,48;8,49;8,36;49739;XPCA11;None
FII BEES CRICI  ER;2024-08-16T14:14:43,000Z;67,6;67,6;67,58;2426;BCRI11;None
FII XP CRED CI  ER;2024-08-16T14:16:02,000Z;86,84;86,85;86,42;2150;XPCI11;None
FII MERITO ICI  ER;2024-08-16T14:13:10,000Z;101,2;101,35;101,07;2092;MFII11;None
FII TG ATIVOCI  ER;2024-08-16T14:16:04,000Z;117,94;118,35;117,74;15544;TGAR11;None
FII BC FUND CI;2024-08-16T14:14:32,000Z;50,48;50,79;50,4;4851;BRCR11;None
FII VINCI OFCI  ER;2024-08-16T14:14:40,000Z;6,03;6,06;6,02;34866;VINO11;None
FII BC FFII CI;2024-08-16T14:16:05,000Z;8,31;8,35;8,28;72226;BCFF11;None
FII XP SELECCI  ER;2024-08-16T14:15:56,000Z;7,48;7,49;7,44;13157;XPSF11;None
FII BTLG    CI;2024-08-16T14:15:05,000Z;102,4;102,4;101,02;26068;BTLG11;None
FII VBI LOG CI  ER;2024-08-16T14:16:03,000Z;113,12;113,19;112,76;6431;LVBI11;None
FII VINCI LGCI  ER;2024-08-16T14:15:53,000Z;89,01;89,04;88,36;4202;VILG11;None
FII XP LOG  CI  ER;2024-08-16T14:15:04,000Z;103,65;104,25;103,33;8007;XPLG11;None
FII HEDGEBS CI  ER;2024-08-16T14:14:38,000Z;213,6;213,8;213;2883;HGBS11;None
FII VINCI SCCI  ER;2024-08-16T14:15:03,000Z;112,88;113,25;112,82;10654;VISC11;None
FII XP MALLSCI;2024-08-16T14:14:45,000Z;112,93;113,46;112,91;36861;XPML11;None
FII TRX REALCI  ER;2024-08-16T14:16:03,000Z;105,93;106;105,7;20359;TRXF11;None
BRASIL      ON      NM;2024-08-16T14:15:01,000Z;28,39;28,48;28,25;2856500;BBAS3;4,1189146
BTGP BANCO  UNT     N2;2024-08-16T14:15:47,000Z;36,65;36,96;36,23;2373000;BPAC11;None
ELETROBRAS  ON      N1;2024-08-16T14:15:26,000Z;40,99;41,24;40,84;1024400;ELET3;1,9444033
TRAN PAULISTPN      N1;2024-08-16T14:16:06,000Z;24,58;24,66;24,52;291700;TRPL4;4,0537011
ORIZON      ON      NM;2024-08-16T14:15:44,000Z;45,78;46,78;45,54;29900;ORVR3;1,3348965
COSAN       ON      NM;2024-08-16T14:16:08,000Z;13,58;13,98;13,57;2671100;CSAN3;0,9669133
ITAUSA      PN      N1;2024-08-16T14:15:00,000Z;11,07;11,14;11,05;6261300;ITSA4;1,3782576
KLABIN S/A  UNT ED  N2;2024-08-16T14:16:05,000Z;20,85;21,05;20,82;410800;KLBN11;None
COPASA      ON      NM;2024-08-16T14:16:07,000Z;22,28;22,33;22,03;209600;CSMG3;3,8743675
None
PORTO SEGUROON      NM;2024-08-16T14:16:00,000Z;33,21;33,48;32,98;187900;PSSA3;4,0028974
TIM         ON      NM;2024-08-16T14:16:07,000Z;18,21;18,3;17,94;1460400;TIMS3;1,2806583
TELEF BRASILON;2024-08-16T14:14:58,000Z;51,86;51,88;50,98;232700;VIVT3;3,1367833
FII RIZA TX CI;2024-08-19T14:14:52,000Z;94,32;94,8;94,23;6898;RZTR11;None
FIAGRO XP CACI;2024-08-19T14:14:58,000Z;8,52;8,54;8,5;54548;XPCA11;None
FII BEES CRICI;2024-08-19T14:15:27,000Z;67,67;67,85;67,67;1416;BCRI11;None
FII XP CRED CI;2024-08-19T14:15:12,000Z;87,89;88;87,7;2674;XPCI11;None
FII MERITO ICI;2024-08-19T14:15:27,000Z;101,75;101,97;101,41;1806;MFII11;None
FII TG ATIVOCI;2024-08-19T14:15:59,000Z;118,49;118,5;118,19;12395;TGAR11;None
FII BC FUND CI  ER;2024-08-19T14:15:55,000Z;50,35;50,46;50,17;6688;BRCR11;None
FII VINCI OFCI;2024-08-19T14:15:05,000Z;6,04;6,05;6,02;35585;VINO11;None
FII BC FFII CI  ER;2024-08-19T14:15:54,000Z;8,36;8,44;8,28;238891;BCFF11;None
FII XP SELECCI;2024-08-19T14:15:52,000Z;7,5;7,52;7,48;16426;XPSF11;None
FII BTLG    CI;2024-08-19T14:15:03,000Z;102,65;102,99;102,63;18794;BTLG11;None
FII VBI LOG CI;2024-08-19T14:15:54,000Z;114;114,45;113,43;10736;LVBI11;None
FII VINCI LGCI;2024-08-19T14:15:47,000Z;89,51;89,7;88,7;4643;VILG11;None
FII XP LOG  CI;2024-08-19T14:15:04,000Z;103,5;104,21;103,33;9994;XPLG11;None
FII HEDGEBS CI;2024-08-19T14:15:46,000Z;213,32;213,8;213,17;3174;HGBS11;None
FII VINCI SCCI;2024-08-19T14:12:20,000Z;113,09;113,25;112,86;23693;VISC11;None
FII XP MALLSCI;2024-08-19T14:16:01,000Z;112,1;112,57;112,05;26680;XPML11;None
FII TRX REALCI;2024-08-19T14:16:03,000Z;106,15;106,15;105,89;19193;TRXF11;None
BRASIL      ON      NM;2024-08-19T14:15:00,000Z;28,77;28,78;28,31;2900500;BBAS3;4,1189146
None
ELETROBRAS  ON      N1;2024-08-19T14:15:26,000Z;40,85;40,98;40,29;2178700;ELET3;1,9444033
TRAN PAULISTPN      N1;2024-08-19T14:16:03,000Z;24,75;24,77;24,55;325100;TRPL4;4,0537011
ORIZON      ON      NM;2024-08-19T14:16:00,000Z;46,13;46,26;45,59;238600;ORVR3;1,3348965
COSAN       ON      NM;2024-08-19T14:16:04,000Z;13,62;13,66;13,46;1438800;CSAN3;0,9669133
ITAUSA      PN      N1;2024-08-19T14:14:54,000Z;11;11,01;10,93;4165700;ITSA4;1,3782576
KLABIN S/A  UNT     N2;2024-08-19T14:16:03,000Z;21,26;21,27;20,97;1512600;KLBN11;None
COPASA      ON      NM;2024-08-19T14:15:46,000Z;23,22;23,36;22,68;338900;CSMG3;3,8743675
SANEPAR     UNT     N2;2024-08-19T14:16:02,000Z;28,62;28,84;28,48;168000;SAPR11;None
PORTO SEGUROON      NM;2024-08-19T14:16:00,000Z;32,73;32,79;32,44;191300;PSSA3;4,0028974
TIM         ON      NM;2024-08-19T14:16:02,000Z;18,19;18,41;18,17;1167800;TIMS3;1,2806583
TELEF BRASILON;2024-08-19T14:14:57,000Z;52,51;52,52;52,06;258900;VIVT3;3,1367833
FII RIZA TX CI;2024-08-20T14:15:06,000Z;93,94;94,45;93,85;10625;RZTR11;None
FIAGRO XP CACI;2024-08-20T14:15:06,000Z;8,64;8,66;8,59;43283;XPCA11;None
FII BEES CRICI;2024-08-20T14:14:07,000Z;67,98;68;67,79;1569;BCRI11;None
FII XP CRED CI;2024-08-20T14:15:49,000Z;87,13;87,69;87,1;2659;XPCI11;None
FII MERITO ICI;2024-08-20T14:15:39,000Z;101,83;102;101,75;1898;MFII11;None
FII TG ATIVOCI;2024-08-20T14:13:25,000Z;119,1;119,24;118,82;8181;TGAR11;None
FII BC FUND CI  ER;2024-08-20T14:15:50,000Z;50,38;50,59;50,28;2956;BRCR11;None
FII VINCI OFCI;2024-08-20T14:12:18,000Z;6,05;6,06;6,04;22404;VINO11;None
FII BC FFII CI  ER;2024-08-20T14:15:56,000Z;8,36;8,39;8,35;65435;BCFF11;None
FII XP SELECCI;2024-08-20T14:15:54,000Z;7,54;7,57;7,52;11447;XPSF11;None
FII BTLG    CI;2024-08-20T14:15:02,000Z;102,38;102,85;102,37;15256;BTLG11;None
FII VBI LOG CI;2024-08-20T14:15:55,000Z;113,48;113,99;112,8;9652;LVBI11;None
FII VINCI LGCI;2024-08-20T14:13:35,000Z;89,04;89,3;88,98;2389;VILG11;None
FII XP LOG  CI;2024-08-20T14:14:56,000Z;103,13;104,1;103,08;7941;XPLG11;None
FII HEDGEBS CI;2024-08-20T14:13:52,000Z;213,41;213,8;213,35;1491;HGBS11;None
FII VINCI SCCI;2024-08-20T14:13:18,000Z;112,84;113,05;112,7;8946;VISC11;None
FII XP MALLSCI;2024-08-20T14:12:36,000Z;111,33;111,66;111,13;42335;XPML11;None
FII TRX REALCI;2024-08-20T14:10:52,000Z;105,99;106,15;105,98;13597;TRXF11;None
BRASIL      ON      NM;2024-08-20T14:12:36,000Z;29,07;29,29;29,05;3600200;BBAS3;4,1189146
BTGP BANCO  UNT     N2;2024-08-20T14:15:57,000Z;36,29;36,7;36,22;1495500;BPAC11;None
ELETROBRAS  ON      N1;2024-08-20T14:15:57,000Z;41,39;41,55;41,15;785700;ELET3;1,9444033
